listing_id,distance_to_closest_station
561803,1.4432982567021877 km
624313,3.1108444042258387 km
990179,2.856093159102872 km
218056,0.7238853301692189 km
466347,1.253713752970859 km
774746,0.3073636838299941 km
548777,1.2945085844801834 km
267925,0.9950751953574284 km
261263,0.39137294872716655 km
142058,0.7453861669735322 km
173935,0.5573112967580113 km
142455,0.4182196324806153 km
533815,0.5847735975349315 km
343065,1.8842115539007929 km
788715,1.4482654220574638 km
365226,0.6062979715033924 km
851572,0.27950078133522177 km
731111,0.41742969889620063 km
759814,0.3549427003352517 km
242644,0.46335405135352603 km
422650,0.46209388161135534 km
476451,0.3440414133345236 km
800835,0.3548022182799783 km
953807,2.1453949326555453 km
605231,0.48869851440470563 km
124282,0.9328854204975165 km
725055,0.7238853301692189 km
593615,2.856093159102872 km
871777,0.9354159473160131 km
444251,0.08685945404776581 km
110258,0.5253025170698644 km
161658,0.4200825205411475 km
458742,0.30985169088648856 km
849875,0.7356529506766247 km
337295,0.4552585633551962 km
927078,0.8287237220493657 km
144845,0.5906446606772802 km
527691,1.0347865628949815 km
386720,0.49464538495310345 km
724735,1.5685492117223496 km
358179,0.5173658912979219 km
714041,1.1612162937694757 km
383567,0.6647043987951535 km
567143,0.7294629908316825 km
215065,0.49939216512078677 km
113091,2.1453949326555453 km
531331,0.5398118859053944 km
472179,2.405258646657594 km
519048,0.2616725943696553 km
980128,1.489937999228665 km
462904,0.4321045398587198 km
152445,1.253713752970859 km
531216,0.6402948030258687 km
468744,1.7415144232003283 km
850688,1.4619239581756989 km
565341,1.3612754611200266 km
887277,0.3073636838299941 km
606293,0.22466357533704032 km
703788,0.2759380426218948 km
877683,0.49977203502100465 km
714428,0.3109708694451854 km
726410,0.793640843026821 km
548208,1.4872142483088573 km
886510,0.6989562041454213 km
713769,1.7292447626574865 km
476259,0.21023505976711743 km
316270,0.6569235719289843 km
166319,0.7925974713284755 km
202920,0.7422298115143062 km
561405,0.2878281727897157 km
338901,0.03348523909813679 km
233385,1.0012642897718351 km
565396,0.7597008366027064 km
958032,1.7292447626574865 km
979199,1.4629688937746403 km
607656,2.856093159102872 km
224277,0.18649524454485342 km
141087,0.964052185421829 km
682885,0.756721575301986 km
552587,0.42213069189861074 km
139155,0.430182030986758 km
515473,0.6989562041454213 km
666490,0.27950078133522177 km
703089,0.7925974713284755 km
543283,1.0033260955114263 km
547145,0.4596763644926096 km
109901,0.30309058529472116 km
343157,0.374232659112074 km
767176,0.5424925069557541 km
343870,0.40157611754775385 km
264232,0.6439999129409222 km
879063,1.2628625265273656 km
826929,0.1588677074378813 km
820295,1.403988692629368 km
825754,0.9653608724987397 km
668392,0.33179708247386736 km
292697,1.38432629172597 km
995383,1.5247695232509164 km
758377,1.8385758489576702 km
703055,0.1500074147987568 km
424649,2.856093159102872 km
564149,0.3991644733567766 km
326147,0.8585671523778438 km
677963,0.4916153345643586 km
265267,0.969396354856356 km
770838,0.6701637032827888 km
638844,0.29160247650059123 km
316648,1.0879969762858528 km
440861,0.4613464109272157 km
249284,0.6926327591189244 km
395683,0.9040641497394813 km
806863,0.15182281251994956 km
886561,0.6989562041454213 km
812117,0.44263121763298907 km
227005,1.2945085844801834 km
681963,0.969396354856356 km
983914,1.636858108546405 km
726019,1.4918413508200052 km
782983,0.7925974713284755 km
517315,0.579376786957462 km
955794,0.6143909111548257 km
819621,0.8204455825039114 km
708241,0.4552611255769127 km
533292,0.9354159473160131 km
946191,1.3308790671827615 km
443244,0.370021699633321 km
199594,0.7422298115143062 km
179166,0.8952976821006606 km
654860,0.9440789962218644 km
106181,0.6582504412820122 km
168013,0.4182196324806153 km
274067,0.7597008366027064 km
918663,0.6607825191189626 km
106127,0.8548832105773491 km
645633,1.253713752970859 km
805848,0.3299329169256995 km
551810,0.8622380466871356 km
286522,0.15769430794688663 km
403165,2.0536231920490144 km
124007,0.1500074147987568 km
775193,0.7534804433488056 km
885230,0.6506060979718524 km
847334,0.9207044477723397 km
981257,1.9455717167328355 km
109024,1.8282558950596992 km
188613,1.0980808540674054 km
101147,0.6569235719289843 km
805065,0.5012855706191272 km
783379,0.8386932151367412 km
947678,0.40299386101618945 km
549490,1.075894334323785 km
295153,3.98307498966963 km
833372,1.9665246258388243 km
171229,0.8161116613166626 km
926025,0.7192307587559328 km
366449,2.424652652568955 km
317046,0.6253777380106147 km
973459,0.2616725943696553 km
271573,0.4929715955561046 km
860810,1.0817040026595521 km
270842,0.370021699633321 km
710391,1.205029209284915 km
945665,0.3109708694451854 km
211775,3.1277637379397616 km
689434,0.3236008293043683 km
244948,0.370021699633321 km
977060,1.440107076967755 km
866228,0.5088539474978847 km
109057,1.3404908058604617 km
236220,0.29794722321839495 km
850908,0.7294629908316825 km
895126,0.7422298115143062 km
863646,0.8055255177413366 km
552166,0.1400529564309575 km
570623,3.322068659456776 km
972153,0.2203409078005343 km
893358,0.6506060979718524 km
139465,0.370021699633321 km
459638,0.5750968282347866 km
347851,0.36237234980237987 km
583196,0.370021699633321 km
808812,0.44263121763298907 km
748005,0.8795487299315723 km
332503,0.6972466984157346 km
185439,0.3017947887057355 km
901602,1.3612754611200266 km
992206,0.42213069189861074 km
825201,0.22466357533704032 km
244503,0.6865666858101414 km
428900,1.172791773401662 km
964919,0.579376786957462 km
574725,0.5297993163914022 km
994074,0.5265969785186598 km
285999,0.21328023143654717 km
379271,0.607386790417555 km
215641,1.5344385654053216 km
129052,0.4885912733544095 km
799843,0.5502283729827817 km
276054,0.5939479261662647 km
207376,3.1399636270410554 km
390713,0.5095802198065245 km
708766,1.6717339928339003 km
329028,3.1108444042258387 km
999703,0.9492700656239291 km
883056,0.6166396945823139 km
728941,1.0546925848672375 km
181286,0.3203875993166053 km
544161,0.6569235719289843 km
999173,1.3612754611200266 km
901522,0.40299386101618945 km
882572,0.41235599651845556 km
510210,0.27950078133522177 km
183903,0.1500074147987568 km
184695,1.4918413508200052 km
171562,0.7597008366027064 km
900323,0.6569235719289843 km
356733,0.7238853301692189 km
579338,0.9179910364921657 km
933055,0.9040641497394813 km
298373,0.47355293393897485 km
780363,0.8585671523778438 km
395269,0.5438067112799018 km
759840,0.40157611754775385 km
270377,0.36237234980237987 km
327001,0.6569235719289843 km
672464,0.6334686880657693 km
604456,0.47291600788648275 km
944545,0.7473730174661273 km
821490,0.7851994321263621 km
491345,1.164605100594964 km
461754,1.7772184480596258 km
641895,0.4734583676316514 km
105034,0.7238853301692189 km
227967,0.4182196324806153 km
875519,1.9577266766229646 km
249674,1.1111524960788022 km
878990,1.6142628305933493 km
133569,0.8546938614937661 km
506001,1.2780516573121228 km
514012,0.6647043987951535 km
301680,0.68375295540114 km
334280,0.20973479478563117 km
471362,0.7372780130714501 km
204364,0.6225172128765937 km
862016,0.4970911436557886 km
459790,1.5941885726637344 km
983044,0.2616725943696553 km
339405,0.22939909239563042 km
656040,0.7507234977709579 km
509111,0.7599262036940184 km
408972,0.15130564063615806 km
399385,2.7693373069343403 km
731466,0.5369838119845698 km
848029,0.47355293393897485 km
806890,0.42213069189861074 km
118076,0.5139810146246079 km
233324,0.2878281727897157 km
692956,1.6097359533404345 km
200634,0.5849611188346007 km
414749,0.38915098923334596 km
196342,3.1697749588496644 km
926734,0.4929715955561046 km
713260,1.3005477352431747 km
300363,0.715746142204745 km
327686,1.8995517647964473 km
836582,0.964052185421829 km
268165,1.253713752970859 km
313757,1.133855296511904 km
388345,0.390239896787466 km
313548,0.33179708247386736 km
785394,0.9603153536752976 km
566091,0.443757385008282 km
295755,0.7294629908316825 km
495300,0.26480405446941435 km
332951,0.9111336477540974 km
987548,0.4207612777342611 km
485573,0.6587041588704169 km
277758,0.28317262908033786 km
128256,0.24456438336199046 km
619810,0.304815643075197 km
940072,0.8324524791488742 km
855867,0.2283256195812688 km
540762,0.3548022182799783 km
576850,1.1877660627348028 km
606736,0.7397833552408369 km
897167,0.2653353303362917 km
146665,1.7859416900285905 km
487743,0.6664229378534227 km
780119,0.4299087183301202 km
428458,0.3438625832450714 km
384899,0.579072004530595 km
517875,1.9665246258388243 km
705763,0.2004357266659326 km
645594,0.4594591506526699 km
717955,0.6225172128765937 km
702591,0.5515489384672246 km
621559,0.7925974713284755 km
769395,0.8660880456290002 km
989519,0.11761898104189976 km
441251,0.27950078133522177 km
877577,0.4595982381101531 km
834409,0.9639943362377055 km
671959,1.2945085844801834 km
180505,0.2616725943696553 km
806650,0.6786318594423492 km
439095,0.9771979653557551 km
415628,0.6506060979718524 km
842909,0.6340545463577839 km
918292,1.344101180798397 km
799788,0.5013556461936574 km
496700,0.7953462342062244 km
482823,1.5090028011677472 km
884514,0.3548022182799783 km
577110,0.30309058529472116 km
978725,1.2312940900035263 km
785149,0.7507234977709579 km
120255,1.3237511842570502 km
244926,0.4526387284424435 km
567595,0.5825435751345088 km
967285,1.2005246018995157 km
738641,1.6999824055525103 km
393475,0.20811853107576206 km
987453,0.35872435161483895 km
780342,0.49588180157581085 km
240755,0.7989534968748911 km
899709,0.5776632027325808 km
543082,0.7978524048586965 km
173375,0.5963157107966417 km
111168,1.4918413508200052 km
617983,2.597313707618656 km
957488,0.08685945404776581 km
453768,2370.557627125421 km
422972,0.793640843026821 km
687124,0.40299386101618945 km
945121,0.4910879548443457 km
654621,0.6781487338396955 km
906841,0.2878281727897157 km
676575,0.7493354306617471 km
483360,0.268934158842795 km
980188,0.32415130819871585 km
583729,0.3236008293043683 km
874301,0.6889269018119765 km
101861,0.5055335101028332 km
990290,0.18423402747629963 km
469293,1.262911221448822 km
676927,0.6569235719289843 km
555382,0.3242473021002209 km
164888,0.6279604260946415 km
496682,0.31835631730395497 km
957243,0.7039358695774546 km
329142,0.13895388054708685 km
100916,0.6218118811633162 km
411056,1.334395706257574 km
824954,1.403988692629368 km
796859,0.7897820068386636 km
896218,0.1400529564309575 km
610036,1.783022007835714 km
740462,0.8277516472035692 km
261056,0.36862383821367556 km
704216,0.8467326483214983 km
727325,0.3800054829833221 km
868473,0.2616725943696553 km
613639,0.7294629908316825 km
447566,1.407370341647743 km
493857,0.4467808234585281 km
836052,0.33179708247386736 km
733592,0.7422298115143062 km
350962,0.6569235719289843 km
763985,1.0941734883374223 km
240673,1.3308790671827615 km
932651,1.1886729725984573 km
641082,0.6022047158619246 km
986545,0.8835008917383832 km
457065,1.141506798374003 km
495887,0.4585468122150477 km
544836,1.253713752970859 km
559323,0.44263121763298907 km
845662,0.8621575762614438 km
177619,0.8054499463463067 km
821880,1.446593269361301 km
235241,0.2708120886803909 km
870358,0.6989562041454213 km
612774,0.7074858837260504 km
778553,1.2945085844801834 km
874815,0.27950078133522177 km
160123,0.6136113850158564 km
611459,1.1234925249814804 km
997860,0.41742969889620063 km
605222,0.594826435318337 km
335239,1.6381710646145564 km
961848,1.2134900708629086 km
607868,0.0970190288930076 km
285708,0.5269616269919204 km
642951,1.2945085844801834 km
132135,0.7238853301692189 km
201641,0.5885774437512096 km
284167,0.20967664003259162 km
415103,0.6569235719289843 km
184153,0.13388718120363835 km
554691,0.9354159473160131 km
207250,1.0446369648364418 km
605287,0.6587041588704169 km
581461,0.6206982487160574 km
432714,0.6287743396021709 km
627838,1.314250860931156 km
789080,0.6989562041454213 km
280081,0.9017948079146084 km
348893,0.13799750127544527 km
584619,0.9842399236492447 km
398347,1.3375389647752884 km
842694,0.9492700656239291 km
906369,0.4552585633551962 km
988387,0.21494294692763266 km
582607,1.3612754611200266 km
267505,1.7415144232003283 km
468038,0.21044395082647213 km
935606,0.40519495429819363 km
811046,0.572706221283783 km
124302,0.131100700147655 km
435891,0.21023505976711743 km
984131,0.5991613064789204 km
469951,0.5135148621732033 km
909610,1.4924930089240354 km
848667,0.7238853301692189 km
971463,0.5424925069557541 km
543496,0.932311984831556 km
566059,0.6569235719289843 km
914367,0.4011254843549628 km
460025,0.3548022182799783 km
113143,1.136601012269863 km
554009,0.40060816971559593 km
325756,0.7294629908316825 km
818871,0.3534171825036472 km
860359,0.13895388054708685 km
864342,0.3588038362775357 km
965730,0.9269276947335162 km
678031,0.5637570107330049 km
829364,0.8267045268895935 km
723471,0.9354159473160131 km
563153,0.5162617366717286 km
284754,0.5021971599829708 km
409774,0.9438862023500375 km
170769,0.2616725943696553 km
823889,0.6195997557740841 km
798646,0.4467615702120132 km
311016,1.0882035466855364 km
388199,1.1844512956491602 km
153266,0.44263121763298907 km
944658,0.10980175654049545 km
823260,0.6166396945823139 km
591773,0.4187836916499738 km
901907,0.07049262493518438 km
961524,0.5759746978429985 km
443769,0.07049262493518438 km
200300,1.4482654220574638 km
641471,0.26480405446941435 km
830884,0.3548022182799783 km
161087,1.7415144232003283 km
548405,0.6572990332372959 km
129335,0.34295394136368335 km
192054,0.3236008293043683 km
836482,1.211533450233448 km
490195,0.6989562041454213 km
869157,0.8407453066880054 km
421124,0.8701061103421246 km
857384,0.7851994321263621 km
198189,1.2879870580934405 km
984814,0.4595982381101531 km
148069,0.7238853301692189 km
369161,0.7294629908316825 km
242917,1.4836842452865722 km
802169,0.9328854204975165 km
460857,1.3304479014905077 km
126751,0.4467808234585281 km
817186,0.4929715955561046 km
162151,0.8548832105773491 km
556649,1.1234925249814804 km
613612,0.5424925069557541 km
336801,0.22466357533704032 km
876094,0.3180746699026407 km
990799,2.286669503467111 km
811211,0.18330311044554548 km
180089,0.964052185421829 km
625069,1.1842632334106256 km
336270,0.3588038362775357 km
949277,0.8430199453933449 km
896707,1.692136010435536 km
306961,0.36862383821367556 km
843233,0.47129419366473685 km
564926,0.40299386101618945 km
703573,1.225642763582059 km
426903,0.7238853301692189 km
528308,0.40157611754775385 km
990125,0.29160247650059123 km
131292,0.506804787389133 km
180585,0.2878281727897157 km
606611,1.8282558950596992 km
291903,0.969396354856356 km
496969,0.3460233951940067 km
167608,1.7415144232003283 km
601283,1.3998030148609344 km
784202,0.14006135628986122 km
331322,0.30309058529472116 km
240697,0.6857652574209343 km
472154,1.8554445215897908 km
386753,1.9577266766229646 km
829982,0.5090760366235524 km
146559,1.3612754611200266 km
418171,0.44280195110609566 km
836775,0.13895388054708685 km
518010,0.2616725943696553 km
945335,0.7437482275556947 km
640794,0.1065220358849097 km
215350,2.7693373069343403 km
942383,0.520586567127793 km
433037,0.6335584582897101 km
299022,0.370021699633321 km
768636,0.3035766995772331 km
919791,0.28065942745045797 km
342024,0.34378977810103667 km
793724,0.3073636838299941 km
395965,0.370021699633321 km
353391,0.1222895251958001 km
564626,0.5839871178968055 km
479309,0.21723760001590306 km
548349,0.35587853550457726 km
756489,0.969396354856356 km
755757,0.94414481714621 km
122477,0.969396354856356 km
474904,0.789892755035463 km
472074,1.0112809803133593 km
554015,0.36862383821367556 km
791056,0.31761638755927096 km
627990,1.38432629172597 km
652758,0.3073636838299941 km
236394,0.6587041588704169 km
593692,0.4389121263243971 km
784049,1.3304479014905077 km
741859,0.1288627787159135 km
326836,0.5215161973041235 km
414262,0.6754018419181637 km
332564,0.7422298115143062 km
